year,run,farmDesign,biomass,catch,bmNull,ctchNull,bmDiff,ctchDiff
115,15,large,2.5837154622888097,0.04077534454771721,17580.680998329735,2510.4433111842864,-17578.097282867446,-2510.4025358397384
115,15,small,9.859402620008874,0.22601137306500088,17580.680998329735,2510.4433111842864,-17570.821595709727,-2510.2172998112214
116,1,large,15.427497640866171,0.45269557939349886,17569.632577093533,2509.3571237722285,-17554.205079452666,-2508.904428192835
116,1,small,27.979798374442826,1.0954625052663463,17569.632577093533,2509.3571237722285,-17541.65277871909,-2508.261661266962
116,3,large,11.050061632375705,0.28698887507892806,17569.632577093533,2509.3571237722285,-17558.582515461156,-2509.0701348971497
116,3,small,24.26712447632311,0.8717824298199223,17569.632577093533,2509.3571237722285,-17545.36545261721,-2508.4853413424084
116,9,large,4.550564776625199,0.0877002328366869,17569.632577093533,2509.3571237722285,-17565.082012316907,-2509.269423539392
116,9,small,14.748052180602937,0.41541472121099693,17569.632577093533,2509.3571237722285,-17554.88452491293,-2508.9417090510174
116,15,large,2.263015584727257,0.034718193068975195,17569.632577093533,2509.3571237722285,-17567.369561508807,-2509.3224055791597
116,15,small,8.838899144181305,0.2055071462419644,17569.632577093533,2509.3571237722285,-17560.79367794935,-2509.1516166259867
117,1,large,13.978531860271897,0.3927654495867396,17558.879970858048,2508.3003486494076,-17544.901438997775,-2507.9075831998207
117,1,small,25.641506598491226,0.8762797821615329,17558.879970858048,2508.3003486494076,-17533.238464259557,-2507.424068867246
117,3,large,9.947701750808896,0.24908309816271013,17558.879970858048,2508.3003486494076,-17548.932269107238,-2508.051265551245
117,3,small,22.1668510167178,0.712502209402742,17558.879970858048,2508.3003486494076,-17536.71311984133,-2507.587846440005
117,9,large,4.03102694406218,0.07602083021219251,17558.879970858048,2508.3003486494076,-17554.848943913985,-2508.2243278191954
117,9,small,13.331063078272113,0.353303733116466,17558.879970858048,2508.3003486494076,-17545.548907779776,-2507.9470449162914
117,15,large,1.9803007737807696,0.029844355045275266,17558.879970858048,2508.3003486494076,-17556.89967008427,-2508.270504294362
117,15,small,7.9076891044180355,0.17301348862271684,17558.879970858048,2508.3003486494076,-17550.97228175363,-2508.1273351607847
118,1,large,12.6605275018083,0.3539325276194961,17548.41411212065,2507.272063449381,-17535.75358461884,-2506.9181309217615
118,1,small,23.586108424596798,0.8814011680320689,17548.41411212065,2507.272063449381,-17524.828003696053,-2506.3906622813493
118,3,large,8.949202510346316,0.22146111572630914,17548.41411212065,2507.272063449381,-17539.464909610302,-2507.0506023336548
118,3,small,20.296509285217518,0.6953898064059094,17548.41411212065,2507.272063449381,-17528.11760283543,-2506.5766736429755
118,9,large,3.5670529662826844,0.06550898696342497,17548.41411212065,2507.272063449381,-17544.847059154366,-2507.206554462418
118,9,small,12.050917967034717,0.3233946850763143,17548.41411212065,2507.272063449381,-17536.363194153615,-2506.948668764305
118,15,large,1.7310641355608314,0.0253043173797384,17548.41411212065,2507.272063449381,-17546.683047985087,-2507.2467591320014
118,15,small,7.073498921894004,0.1567073984501867,17548.41411212065,2507.272063449381,-17541.340613198754,-2507.115356050931
119,1,large,11.446993123959484,0.30669652349488885,17538.22627255825,2506.27138138273,-17526.779279434293,-2505.964684859235
119,1,small,21.57010469454282,0.7007659251467993,17538.22627255825,2506.27138138273,-17516.656167863708,-2505.5706154575832
119,3,large,8.039035003931154,0.19179273827756071,17538.22627255825,2506.27138138273,-17530.18723755432,-2506.0795886444525
119,3,small,18.50135400608615,0.5663588671406433,17538.22627255825,2506.27138138273,-17519.724918552165,-2505.7050225155895
119,9,large,3.153216019434749,0.05667856697528323,17538.22627255825,2506.27138138273,-17535.073056538815,-2506.2147028157547
119,9,small,10.869283043614255,0.2744787561794805,17538.22627255825,2506.27138138273,-17527.356989514636,-2505.9969026265503
119,15,large,1.511781627940167,0.02171300538093578,17538.22627255825,2506.27138138273,-17536.71449093031,-2506.249668377349
119,15,small,6.314422383082053,0.1316091655759404,17538.22627255825,2506.27138138273,-17531.91185017517,-2506.139772217154
120,1,large,10.344160360410793,0.2749605902298568,17528.308047337872,2505.2974495489498,-17517.96388697746,-2505.02248895872
120,1,small,19.796444544349246,0.7046796447941595,17528.308047337872,2505.2974495489498,-17508.511602793522,-2504.592769904156
120,3,large,7.21583657567653,0.169812034252104,17528.308047337872,2505.2974495489498,-17521.092210762195,-2505.1276375146977
120,3,small,16.901622748065606,0.5512426101469045,17528.308047337872,2505.2974495489498,-17511.406424589808,-2504.746206938803
120,9,large,2.784284923671712,0.04863135378929188,17528.308047337872,2505.2974495489498,-17525.5237624142,-2505.2488181951603
